,id,title,release_date,overview,popularity,vote_average,vote_count
7263,181283,Child 44,2015-03-15,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",19.305,6.3,1484
7264,174772,Europa Report,2013-06-27,A crew of international astronauts are sent on a private mission to Jupiter's fourth moon.,23.642,6.3,1209
7265,18316,Black Dog,1998-05-01,An ex-con takes a job driving a truck cross country. What he doesn't know is that the truck is filled with illegal weapons and now he must fight to survive and save his family.,12.063,6.3,207
7266,14326,Nights in Rodanthe,2008-09-26,"Adrienne is trying to decide whether to stay in her unhappy marriage or not, and her life changes when Paul, a doctor who is travelling to reconcile with his estranged son, checks into an inn where she is staying.",17.023,6.3,533
7267,13641,The Air I Breathe,2007-02-07,"A drama based on an ancient Chinese proverb that breaks life down into four emotional cornerstones: happiness, pleasure, sorrow and love. A businessman bets his life on a horse race; a gangster sees the future; a pop star falls prey to a crime boss; a doctor must save the love of his life.",8.698,6.3,310
7268,10651,The Dead Pool,1988-04-14,"Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of actors and musicians. By the time Harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen, it may be too late...",12.404,6.3,703
7269,7553,Waiting...,2005-10-07,"Employees at a Bennigan's-like restaurant (called, creatively enough, Shenanigan's), kill time before their real lives get started. But while they wait, they'll have to deal with picky customers who want their steak cooked to order and enthusiastic managers who want to build the perfect wait staff. Luckily, these employees have effective revenge tactics.",24.095,6.3,680
7270,2990,Pacific Heights,1990-09-28,A couple works hard to renovate their dream house and become landlords to pay for it. Unfortunately one of their tenants has plans of his own.,11.458,6.3,298
7271,49021,Killer Elite,2011-09-22,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.",20.772,6.3,1882
7272,425336,Loving Pablo,2017-10-12,The film chronicles the rise and fall of the world's most feared drug lord Pablo Escobar and his volatile love affair with Colombia's most famous journalist Virginia Vallejo throughout a reign of terror that tore a country apart.,14.731,6.3,921
7273,328111,The Secret Life of Pets,2016-06-18,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",17.619,6.3,7517
7274,35588,Geronimo: An American Legend,1993-12-10,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, while reclaiming what is rightfully theirs.",12.69,6.3,214
7275,14629,Woman on Top,2000-09-22,"Set to the intoxicating rhythms of Brazil, ""Woman on Top"" is a spicy, sexy comedy about the magic of food, love and music. Meet Isabella, a sultry enchantress born with the special gift of melting the palates and hearts of men everywhere. When she decides to break free from her rocky marriage and the stifling kitchen of her husband's restaurant in Brazil, she spirits off to San Francisco in pursuit of her dreams of a real culinary career.",8.858,6.3,212
7276,13888,Return to the Blue Lagoon,1991-08-02,"In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.",33.108,6.3,1037
7277,10553,Remo Williams: The Adventure Begins,1985-10-11,"An officially ""dead"" cop is trained to become an extraordinary unique assassin in service of the U.S. President.",12.989,6.3,209
7278,10426,Friday After Next,2002-11-22,"Craig and his cousin Day Day have finally moved out of their parents' houses and into their own crib, working nights at a local mall as security guards. When their house is robbed on Christmas Eve they set out to track down the culprit.",10.813,6.3,344
7279,399248,Beirut,2018-04-11,"In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success.",11.714,6.3,474
7280,116741,The Internship,2013-06-07,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.,1.031,6.3,3835
7281,36643,The World Is Not Enough,1999-11-17,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to protect a beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.",20.752,6.3,2548
7282,9770,Mad City,1997-11-07,A misguided museum guard who loses his job and then tries to get it back at gunpoint is thrown into the fierce world of ratings-driven TV gone mad.,9.105,6.3,276
7283,9477,King Arthur,2004-07-07,"The story of the Arthurian legend, based on the 'Sarmatian hypothesis' which contends that the legend has a historical nucleus in the Sarmatian heavy cavalry troops stationed in Britain, and that the Roman-British military commander, Lucius Artorius Castus is the historical person behind the legend.",27.229,6.3,2407
7284,9339,Click,2006-06-23,"A married workaholic, Michael Newman doesn't have time for his wife and children, not if he's to impress his ungrateful boss and earn a well-deserved promotion. So when he meets Morty, a loopy sales clerk, he gets the answer to his prayers: a magical remote that allows him to bypass life's little distractions with increasingly hysterical results.",27.664,6.3,6310
7285,514999,Murder Mystery,2019-05-25,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",81.673,6.3,3855
7286,12611,The Fury,1978-03-10,"When a devious plot separates CIA agent Peter Sandza from his son, Robin, the distraught father manages to see through the ruse. Taken because of his psychic abilities, Robin is being held by Ben Childress, who is studying people with supernatural powers in hopes of developing their talents as weapons. Soon Peter pairs up with Gillian, a teen who has telekinesis, to find and rescue Robin.",8.799,6.3,305
7287,660982,American Pie Presents: Girls' Rules,2020-10-06,"It's Senior year at East Great Falls. Annie, Kayla, Michelle, and Stephanie decide to harness their girl power and band together to get what they want their last year of high school.",61.174,6.3,519
7288,600184,The Nest,2019-08-15,"Samuel, a boy who lives with his mother Elena in Villa dei Laghi, an isolated manor surrounded by woods, feels trapped in the family routine, growing up seemingly protected, but unsatisfied and restless.",6.43,6.3,248
7289,503736,Army of the Dead,2021-05-14,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",56.377,6.3,3502
7290,449574,Godzilla: Planet of the Monsters,2017-11-17,"A desperate group of refugees attempts to recolonize Earth 20,000 years after Godzilla took over. But one young man wants revenge above all else.",25.567,6.3,405
