Concatenate (Fusion),Concatenate (EBS),S. No.,Supplier Name,Purchase Order No,EBS No,Fusion Receipt No,Invoice Ref.,Invoice Date,Submitted Date,Amount,Remarks (If any),DC Number,Original DC,, Overdue Days ,
17637-,17637-13475,13490,METIER IMPRESSIONS PVT. LTD.,17637,13475,,23240242,17-Nov-23,24-Nov-23," 195,491.00 ",,,,,,
17637-,17637-13476,13491,METIER IMPRESSIONS PVT. LTD.,17637,13476,,23240242,17-Nov-23,24-Nov-23," 195,491.00 ",,,,,,
17599-,17599-13473,13492,METIER IMPRESSIONS PVT. LTD.,17599,13473,,23240241,17-Nov-23,24-Nov-23," 431,904.00 ",,,,,,
17720-13706,17720-13428,13493,METIER IMPRESSIONS PVT. LTD.,17720,13428,13706,23240216,07-Nov-23,24-Nov-23," 2,753.00 ",,,,,,
17726-13736,17726-13432,13494,METIER PLASTIC PVT. LTD.,17726,13432,13736,23240150,08-Nov-23,24-Nov-23," 1,972,223.00 ",,,,,,
17726-13692,17726-13433,13495,METIER PLASTIC PVT. LTD.,17726,13433,13692,23240150,08-Nov-23,24-Nov-23," 1,972,223.00 ",,,,,,
17726-13691,17726-13429,13496,METIER PLASTIC PVT. LTD.,17726,13429,13691,23240148,08-Nov-23,24-Nov-23," 1,242,540.00 ",,,,,,
17726-13739,17726-13440,13497,METIER PLASTIC PVT. LTD.,17726,13440,13739,23240153,10-Nov-23,24-Nov-23," 1,242,540.00 ",,,,,,
17726-13701,17726-13434,13498,METIER PLASTIC PVT. LTD.,17726,13434,13701,23240149,08-Nov-23,24-Nov-23," 1,236,212.00 ",,,,,,
17726-13759,17726-13465,13499,METIER PLASTIC PVT. LTD.,17726,13465,13759,23240160,16-Nov-23,24-Nov-23," 774,835.00 ",,,,,,
17726-13762,17726-13466,13500,METIER PLASTIC PVT. LTD.,17726,13466,13762,23240159,16-Nov-23,24-Nov-23," 1,207,895.00 ",,,,,,
17726-13761,17726-13467,13501,METIER PLASTIC PVT. LTD.,17726,13467,13761,23240159,16-Nov-23,24-Nov-23," 1,207,895.00 ",,,,,,
17726-13760,17726-13460,13502,METIER PLASTIC PVT. LTD.,17726,13460,13760,23240157,15-Nov-23,24-Nov-23," 852,786.00 ",,,,,,
17726-13754,17726-13461,13503,METIER PLASTIC PVT. LTD.,17726,13461,13754,23240157,15-Nov-23,24-Nov-23," 852,786.00 ",,,,,,
17726-,17726-13471,13504,METIER PLASTIC PVT. LTD.,17726,13471,,23240162,17-Nov-23,24-Nov-23," 1,296,177.00 ",,,,,,
17726-,17726-13472,13505,METIER PLASTIC PVT. LTD.,17726,13472,,23240162,17-Nov-23,24-Nov-23," 1,296,177.00 ",,,,,,
17726-,17726-13483,13506,METIER PLASTIC PVT. LTD.,17726,13483,,23240163,20-Nov-23,24-Nov-23," 989,430.00 ",,,,,,
17218-,17218-13482,13507,METIER PLASTIC PVT. LTD.,17218,13482,,23240164,20-Nov-23,24-Nov-23," 608,969.00 ",,,,,,
17226-,17226-13469,13508,METIER PLASTIC PVT. LTD.,17226,13469,,23240161,17-Nov-23,24-Nov-23," 774,835.00 ",,,,,,
17726-13752,17726-13454,13509,METIER PLASTIC PVT. LTD.,17726,13454,13752,23240155,14-Nov-23,24-Nov-23," 1,236,788.00 ",,,,,,
17726-13757,17726-13455,13510,METIER PLASTIC PVT. LTD.,17726,13455,13757,23240156,14-Nov-23,24-Nov-23," 3,300,372.00 ",,,,,,
17726-13753,17726-13456,13511,METIER PLASTIC PVT. LTD.,17726,13456,13753,23240156,14-Nov-23,24-Nov-23," 3,300,372.00 ",,,,,,
17726-,17726-13457,13512,METIER PLASTIC PVT. LTD.,17726,13457,,23240156,14-Nov-23,24-Nov-23," 3,300,372.00 ",,,,,,
17433-5268,17433-5058,13513,KARIMI ELECTROMECH SYSTEMS,17433,5058,5268,787,08-Nov-23,24-Nov-23," 215,940.00 ",,,,,,
17505-10778,17505-5793,13514,HTC,17505,5793,10778,BILL/002/2023,08-Sep-23,24-Nov-23," 73,500.00 ",,,,,,
17556-13733,17556-13384,13515,KHAN PACKAGES,17556,13384,13733,1612,31-Oct-23,24-Nov-23," 81,361.78 ",,,,,,
17556-13675,17556-13386,13516,KHAN PACKAGES,17556,13386,13675,1612,31-Oct-23,24-Nov-23," 81,361.78 ",,,,,,
17123-13674,17123-13385,13517,KHAN PACKAGES,17123,13385,13674,1613,31-Oct-23,24-Nov-23," 90,836.99 ",,,,,,
17664-13734,17664-13387,13518,KHAN PACKAGES,17664,13387,13734,1614,31-Oct-23,24-Nov-23," 14,726.40 ",,,,,,
17556-13703,17556-13411,13519,KHAN PACKAGES,17556,13411,13703,1615,02-Nov-23,24-Nov-23," 930,208.16 ",,,,,,
17556-13679,17556-13412,13520,KHAN PACKAGES,17556,13412,13679,1615,02-Nov-23,24-Nov-23," 930,208.16 ",,,,,,
17397-10803,17397-5971,13521,KHAN PACKAGES,17397,5971,10803,1616,03-Nov-23,24-Nov-23," 12,390.00 ",,,,,,
17362-13705,17362-13416,13522,KHAN PACKAGES,17362,13416,13705,1617,06-Nov-23,24-Nov-23," 379,209.40 ",,,,,,
17556-13715,17556-13417,13523,KHAN PACKAGES,17556,13417,13715,1618,06-Nov-23,24-Nov-23," 280,821.31 ",,,,,,
17556-,17556-13418,13524,KHAN PACKAGES,17556,13418,,1618,06-Nov-23,24-Nov-23," 280,821.31 ",,,,,,
17556-13681,17556-13415,13525,KHAN PACKAGES,17556,13415,13681,1620,06-Nov-23,24-Nov-23," 93,755.58 ",,,,,,
17346-13714,17346-13414,13526,KHAN PACKAGES,17346,13414,13714,1619,06-Nov-23,24-Nov-23," 93,196.40 ",,,,,,
17613-792,17613-606,13527,IFTEKHAR INTERNATIONAL,17613,606,792,878,15-Nov-23,24-Nov-23," 103,250.00 ",,,,,,
17613-,17613-608,13528,IFTEKHAR INTERNATIONAL,17613,608,,880,16-Nov-23,24-Nov-23," 169,330.00 ",,,,,,
17644-10817,17644--,13529,HONDA SHAHRAH-E-FAISAL AND DEFENCE WORKSHOP,17644,-,10817,00111587,11-May-23,24-Nov-23," 4,520.00 ",,,,,,
17319-10767,17319--,13530,AL-MEEZAN INDUSTRIAL METROLOGY SERVICES,17319,-,10767,AIMS/INV/23/092209,22-Sep-23,24-Nov-23," 170,065.00 ",,,,,,
17589-10694,17589-5919,13531,THE CORPORATE SUPPLIES AND SOLUTIONS,17589,5919,10694,TCAS-1023-34,17-Oct-23,24-Nov-23," 172,280.00 ",,,,,,
16766-10762,16766-5964,13532,MUSAJI ADAM & SONS,16766,5964,10762,2707/KHI/23,06-Nov-23,24-Nov-23," 32,450.00 ",,,,,,
15769-13763,15769-13458,13533,MIRPURKHAS SUGAR MILLS LIMITED,15769,13458,13763,MSM/SUG/2022-2023/0001564,16-Nov-23,24-Nov-23," 1,454,400.00 ",,,,,,
17093-10813,17093-5992,13534,AL-HILAL PACKAGING (PVT.) LTD.,17093,5992,10813,1960,15-Nov-23,24-Nov-23," 551,355.00 ",,,,,,
17486-10814,17486-5993,13535,AL-HILAL PACKAGING (PVT.) LTD.,17486,5993,10814,1960,15-Nov-23,24-Nov-23," 551,355.00 ",,,,,,
17093-10812,17093-5990,13536,AL-HILAL PACKAGING (PVT.) LTD.,17093,5990,10812,1960,15-Nov-23,24-Nov-23," 551,355.00 ",,,,,,
17199-13755,17199-13464,13537,ALPINE CHEMICAL SOLUTIONS (PVT.) LTD.,17199,13464,13755,ACSSI112304,10-Nov-23,24-Nov-23," 56,050.00 ",,,,,,
17210-13742,17210-13441,13538,JAVED CHEMICAL CORPORATION,17210,13441,13742,26154,11-Nov-23,24-Nov-23," 802,400.00 ",,,,,,
17210-13741,17210-13442,13539,JAVED CHEMICAL CORPORATION,17210,13442,13741,26154,11-Nov-23,24-Nov-23," 802,400.00 ",,,,,,
17210-13756,17210-13443,13540,JAVED CHEMICAL CORPORATION,17210,13443,13756,26154,11-Nov-23,24-Nov-23," 802,400.00 ",,,,,,
17645-10777,17645-5979,13541,ATIQUE TRADERS,17645,5979,10777,INV-95883,06-Nov-23,24-Nov-23," 219,008.00 ",,,,,,
17476-5273,17476-5060,13542,UNIVERSAL ENGINEERING,17476,5060,5273,29522,10-Nov-23,24-Nov-23," 43,981.00 ",,,,,,
16386-10804,16386--,13543,PRIME ENGINEERING APPLICATION SERVICES,16386,-,10804,1616,13-Nov-23,24-Nov-23," 137,500.00 ",,,,,,
16186-13702,16186-13410,13544,ALLIED TRADING & PACKAGING COMPANY,16186,13410,13702,25693,07-Nov-23,24-Nov-23," 1,200,762.00 ",,,,,,
17211-10806,17211-5986,13545,M.A. PRINTERS,17211,5986,10806,306,13-Nov-23,24-Nov-23," 4,800.00 ",,,,,,
17036-13744,17036-13448,13546,GHAN GLASS LIMITED,17036,13448,13744,PH22023110938,13-Nov-23,24-Nov-23," 830,395.50 ",,,,,,
17697-10800,17697-5982,13547,NEW CHEMICAL CENTRE,17697,5982,10800,5009,14-Nov-23,24-Nov-23," 1,043,120.00 ",,,,,,
17850-10831,17850-6010,13548,STANDARD SCIENTIFIC SUPPLIES,17850,6010,10831,S-154-2023,28-Nov-23,05-Dec-23," 3,776.00 ",,,,,,
17717-13792,17717-13492,13549,KHAN PACKAGES,17717,13492,13792,1621,22-Nov-23,05-Dec-23," 38,721.05 ",,,,,,
17362-13779,17362-13493,13550,KHAN PACKAGES,17362,13493,13779,1622,22-Nov-23,05-Dec-23," 303,100.98 ",,,,,,
17778-13782,17778-13495,13551,KHAN PACKAGES,17778,13495,13782,1623,22-Nov-23,05-Dec-23," 199,962.80 ",,,,,,
17778-13794,17778-13496,13552,KHAN PACKAGES,17778,13496,13794,1624,22-Nov-23,05-Dec-23," 95,782.18 ",,,,,,
17717-13813,17717-13497,13553,KHAN PACKAGES,17717,13497,13813,1625,22-Nov-23,05-Dec-23," 50,917.59 ",,,,,,
17778-13848,17778-13537,13554,KHAN PACKAGES,17778,13537,13848,1626,24-Nov-23,05-Dec-23," 96,111.00 ",,,,,,
17872-13849,17872-13539,13555,KHAN PACKAGES,17872,13539,13849,1627,24-Nov-23,05-Dec-23," 98,321.55 ",,,,,,
17778-13806,17778-13514,13556,KHAN PACKAGES,17778,13514,13806,1628,24-Nov-23,05-Dec-23," 969,504.71 ",,,,,,
17717-795,17717-613,13557,KHAN PACKAGES,17717,613,795,1629,25-Nov-23,05-Dec-23," 275,643.28 ",,,,,,
17556-13819,17556-13534,13558,KHAN PACKAGES,17556,13534,13819,1630,25-Nov-23,05-Dec-23," 200,467.84 ",,,,,,
17920-,17920-13609,13559,KHAN PACKAGES,17920,13609,,1634,02-Dec-23,05-Dec-23," 806,813.20 ",,,,,,
17362-13858,17362-13583,13560,KHAN PACKAGES,17362,13583,13858,1631,30-Nov-23,05-Dec-23," 199,330.32 ",,,,,,
17717-13859,17717-13584,13561,KHAN PACKAGES,17717,13584,13859,1632,30-Nov-23,05-Dec-23," 205,032.08 ",,,,,,
17556-13860,17556-13585,13562,KHAN PACKAGES,17556,13585,13860,1633,30-Nov-23,05-Dec-23," 42,870.34 ",,,,,,
17343-13835,17343-13555,13563,METIER AMPOULE (PVT.) LIMITED,17343,13555,13835,23240784,28-Nov-23,05-Dec-23," 2,039,832.00 ",,,,,,
17685-13837,17685-13571,13564,METIER AMPOULE (PVT.) LIMITED,17685,13571,13837,23240790,29-Nov-23,05-Dec-23," 511,890.00 ",,,,,,
17781-,17781-13572,13565,METIER AMPOULE (PVT.) LIMITED,17781,13572,,23240791,29-Nov-23,05-Dec-23," 179,654.00 ",,,,,,
17781-13864,17781-13588,13566,METIER AMPOULE (PVT.) LIMITED,17781,13588,13864,23240799,30-Nov-23,05-Dec-23," 1,417,541.00 ",,,,,,
17685-13822,17685-13553,13567,METIER AMPOULE (PVT.) LIMITED,17685,13553,13822,23240753,27-Nov-23,05-Dec-23," 1,079,521.00 ",,,,,,
17685-,17685-13547,13568,METIER AMPOULE (PVT.) LIMITED,17685,13547,,23240754,27-Nov-23,05-Dec-23," 792,167.00 ",,,,,,
17685-13821,17685-13548,13569,METIER AMPOULE (PVT.) LIMITED,17685,13548,13821,23240755,27-Nov-23,05-Dec-23," 147,660.00 ",,,,,,
17685-13807,17685-13515,13570,METIER AMPOULE (PVT.) LIMITED,17685,13515,13807,23240752,24-Nov-23,05-Dec-23," 569,657.00 ",,,,,,
17685-13789,17685-13488,13571,METIER AMPOULE (PVT.) LIMITED,17685,13488,13789,23240737,21-Nov-23,05-Dec-23," 4,106,540.00 ",,,,,,
17685-13790,17685-13490,13572,METIER AMPOULE (PVT.) LIMITED,17685,13490,13790,23240741,22-Nov-23,05-Dec-23," 2,043,002.00 ",,,,,,
17685-13791,17685-13491,13573,METIER AMPOULE (PVT.) LIMITED,17685,13491,13791,23240741,22-Nov-23,05-Dec-23," 2,043,002.00 ",,,,,,
17685-13793,17685-13494,13574,METIER AMPOULE (PVT.) LIMITED,17685,13494,13793,23240742,22-Nov-23,05-Dec-23," 335,486.00 ",,,,,,
17555-13788,17555-13484,13575,METIER IMPRESSIONS (PVT) LTD.,17555,13484,13788,23240247,21-Nov-23,05-Dec-23," 184,080.00 ",,,,,,
17689-13803,17689-13486,13576,METIER IMPRESSIONS (PVT) LTD.,17689,13486,13803,23240251,21-Nov-23,05-Dec-23," 19,012.00 ",,,,,,
17771-13804,17771-13487,13577,METIER IMPRESSIONS (PVT) LTD.,17771,13487,13804,23240250,21-Nov-23,05-Dec-23," 31,541.00 ",,,,,,
17720-13802,17720-13485,13578,METIER IMPRESSIONS (PVT) LTD.,17720,13485,13802,23240249,21-Nov-23,05-Dec-23," 83,178.00 ",,,,,,
17720-794,17720-609,13579,METIER IMPRESSIONS (PVT) LTD.,17720,609,794,23240248,21-Nov-23,05-Dec-23," 256,473.00 ",,,,,,
17689-13871,17689-13525,13580,METIER IMPRESSIONS (PVT) LTD.,17689,13525,13871,23240256,24-Nov-23,05-Dec-23," 327,797.00 ",,,,,,
17689-13846,17689-13524,13581,METIER IMPRESSIONS (PVT) LTD.,17689,13524,13846,23240256,24-Nov-23,05-Dec-23," 327,797.00 ",,,,,,
17689-13866,17689-13523,13582,METIER IMPRESSIONS (PVT) LTD.,17689,13523,13866,23240256,24-Nov-23,05-Dec-23," 327,797.00 ",,,,,,
17689-13845,17689-13522,13583,METIER IMPRESSIONS (PVT) LTD.,17689,13522,13845,23240256,24-Nov-23,05-Dec-23," 327,797.00 ",,,,,,
17686-13830,17686-13518,13584,METIER IMPRESSIONS (PVT) LTD.,17686,13518,13830,23240257,24-Nov-23,05-Dec-23," 49,560.00 ",,,,,,
17771-13831,17771-13520,13585,METIER IMPRESSIONS (PVT) LTD.,17771,13520,13831,23240258,24-Nov-23,05-Dec-23," 364,337.00 ",,,,,,
17771-13870,17771-13519,13586,METIER IMPRESSIONS (PVT) LTD.,17771,13519,13870,23240258,24-Nov-23,05-Dec-23," 364,337.00 ",,,,,,
16495-13832,16495-13521,13587,METIER IMPRESSIONS (PVT) LTD.,16495,13521,13832,23240259,24-Nov-23,05-Dec-23," 60,898.00 ",,,,,,
17732-13833,17732-13540,13588,METIER IMPRESSIONS (PVT) LTD.,17732,13540,13833,23240260,24-Nov-23,05-Dec-23," 135,936.00 ",,,,,,
17715-796,17715-612,13589,METIER IMPRESSIONS (PVT) LTD.,17715,612,796,23240261,24-Nov-23,05-Dec-23," 1,284,786.00 ",,,,,,
17360-13829,17360-13517,13590,METIER IMPRESSIONS (PVT) LTD.,17360,13517,13829,23240255,24-Nov-23,05-Dec-23," 366,135.00 ",,,,,,
17678-13852,17678-13550,13591,METIER IMPRESSIONS (PVT) LTD.,17678,13550,13852,23240266,24-Nov-23,05-Dec-23," 860,801.00 ",,,,,,
17769-13873,17769-13559,13592,METIER IMPRESSIONS (PVT) LTD.,17769,13559,13873,23240265,27-Nov-23,05-Dec-23," 239,747.00 ",,,,,,
17637-13853,17637-13554,13593,METIER IMPRESSIONS (PVT) LTD.,17637,13554,13853,23240264,27-Nov-23,05-Dec-23," 373,409.00 ",,,,,,
17715-13851,17715-13549,13594,METIER IMPRESSIONS (PVT) LTD.,17715,13549,13851,23240263,27-Nov-23,05-Dec-23," 574,754.00 ",,,,,,
17689-13857,17689-13551,13595,METIER IMPRESSIONS (PVT) LTD.,17689,13551,13857,23240262,27-Nov-23,05-Dec-23," 27,376.00 ",,,,,,
17271-,17271-13153,13596,METIER IMPRESSIONS (PVT) LTD.,17271,13153,,23240110,26-Sep-23,05-Dec-23," 66,552.00 ",,,,,,
17360-13458,17360-13154,13597,METIER IMPRESSIONS (PVT) LTD.,17360,13154,13458,23240111,26-Sep-23,05-Dec-23," 553,047.00 ",,,,,,
17148-770,17148-590,13598,METIER IMPRESSIONS (PVT) LTD.,17148,590,770,23240112,26-Sep-23,05-Dec-23," 1,708,723.00 ",,,,,,
16781-13454,16781-13158,13599,METIER IMPRESSIONS (PVT) LTD.,16781,13158,13454,23240113,26-Sep-23,05-Dec-23," 166,522.00 ",,,,,,
17205-13455,17205-13159,13600,METIER IMPRESSIONS (PVT) LTD.,17205,13159,13455,23240114,26-Sep-23,05-Dec-23," 425,671.00 ",,,,,,
17637-13861,17637-13586,13601,METIER IMPRESSIONS (PVT) LTD.,17637,13586,13861,23240278,30-Nov-23,05-Dec-23," 231,398.00 ",,,,,,
17689-13863,17689-13587,13602,METIER IMPRESSIONS (PVT) LTD.,17689,13587,13863,23240279,30-Nov-23,05-Dec-23," 209,515.00 ",,,,,,
17769-13875,17769-13589,13603,METIER IMPRESSIONS (PVT) LTD.,17769,13589,13875,23240280,30-Nov-23,05-Dec-23," 1,819,560.00 ",,,,,,
17686-800,17686-615,13604,METIER IMPRESSIONS (PVT) LTD.,17686,615,800,23240281,30-Nov-23,05-Dec-23," 155,760.00 ",,,,,,
17715-13865,17715-13590,13605,METIER IMPRESSIONS (PVT) LTD.,17715,13590,13865,23240282,30-Nov-23,05-Dec-23," 209,639.00 ",,,,,,
17820-801,17820-614,13606,METIER IMPRESSIONS (PVT) LTD.,17820,614,801,23240273,29-Nov-23,05-Dec-23," 122,082.00 ",,,,,,
17720-13856,17720-13570,13607,METIER IMPRESSIONS (PVT) LTD.,17720,13570,13856,23240272,29-Nov-23,05-Dec-23," 146,556.00 ",,,,,,
17599-13842,17599-13569,13608,METIER IMPRESSIONS (PVT) LTD.,17599,13569,13842,23240271,29-Nov-23,05-Dec-23," 2,918,886.00 ",,,,,,
17689-13855,17689-13568,13609,METIER IMPRESSIONS (PVT) LTD.,17689,13568,13855,23240270,29-Nov-23,05-Dec-23," 73,915.00 ",,,,,,
17732-,17732-13567,13610,METIER IMPRESSIONS (PVT) LTD.,17732,13567,,23240269,29-Nov-23,05-Dec-23," 417,248.00 ",,,,,,
17715-13854,17715-13566,13611,METIER IMPRESSIONS (PVT) LTD.,17715,13566,13854,23240268,29-Nov-23,05-Dec-23," 188,470.00 ",,,,,,
17218-13464,17218-13157,13612,METIER PLASTIC (PVT.) LIMITED,17218,13157,13464,23240083,26-Sep-23,05-Dec-23," 1,394,111.00 ",,,,,,
17218-13460,17218-13156,13613,METIER PLASTIC (PVT.) LIMITED,17218,13156,13460,23240083,26-Sep-23,05-Dec-23," 1,394,111.00 ",,,,,,
17218-13459,17218-13155,13614,METIER PLASTIC (PVT.) LIMITED,17218,13155,13459,23240083,26-Sep-23,05-Dec-23," 1,394,111.00 ",,,,,,
17218-13462,17218-13145,13615,METIER PLASTIC (PVT.) LIMITED,17218,13145,13462,23240080,25-Sep-23,05-Dec-23," 1,242,540.00 ",,,,,,
17218-13457,17218-13148,13616,METIER PLASTIC (PVT.) LIMITED,17218,13148,13457,23240082,26-Sep-23,05-Dec-23," 774,835.00 ",,,,,,
17218-13453,17218-13144,13617,METIER PLASTIC (PVT.) LIMITED,17218,13144,13453,23240081,25-Sep-23,05-Dec-23," 909,084.00 ",,,,,,
17218-13463,17218-13143,13618,METIER PLASTIC (PVT.) LIMITED,17218,13143,13463,23240081,25-Sep-23,05-Dec-23," 909,084.00 ",,,,,,
17726-13808,17726-13516,13619,METIER PLASTIC (PVT.) LIMITED,17726,13516,13808,23240170,24-Nov-23,05-Dec-23," 185,189.00 ",,,,,,
17826-13796,17826-13510,13620,METIER PLASTIC (PVT.) LIMITED,17826,13510,13796,23240168,23-Nov-23,05-Dec-23," 6,195.00 ",,,,,,
17867-13868,17867-13595,13621,AL NAFAY GRAVURE,17867,13595,13868,0940,29-Nov-23,05-Dec-23," 146,397.00 ",,,,,,
17310-,17310-13541,13622,AL NAFAY GRAVURE,17310,13541,,0939,24-Nov-23,05-Dec-23," 382,425.00 ",,,,,,
17912-,17912-13582,13623,AL NAFAY GRAVURE,17912,13582,,0939,24-Nov-23,05-Dec-23," 382,425.00 ",,,,,,
17442-13872,17442-13543,13624,AL NAFAY GRAVURE,17442,13543,13872,0939,24-Nov-23,05-Dec-23," 382,425.00 ",,,,,,
17383-,17383-13526,13625,AL NAFAY GRAVURE,17383,13526,,0939,24-Nov-23,05-Dec-23," 382,425.00 ",,,,,,
17326-13847,17326-13527,13626,AL NAFAY GRAVURE,17326,13527,13847,0939,24-Nov-23,05-Dec-23," 382,425.00 ",,,,,,
17776-,17776-13578,13627,STANDARD SCIENTIFIC SUPPLIES,17776,13578,,S-155 2023,29-Nov-23,05-Dec-23," 177,000.00 ",,,,,,
17590-,17590-13552,13628,JAVED CHEMICAL CORPORATION,17590,13552,,26225,27-Nov-23,05-Dec-23," 64,900.00 ",,,,,,
16912-10842,16912-6017,13629,JAVED CHEMICAL CORPORATION,16912,6017,10842,26226,27-Nov-23,05-Dec-23," 20,886.00 ",,,,,,
17712-10822,17712-6002,13630,JAVED CHEMICAL CORPORATION,17712,6002,10822,26224,27-Nov-23,05-Dec-23," 6,490.00 ",,,,,,
16231-10815,16231-5996,13631,JAVED CHEMICAL CORPORATION,16231,5996,10815,26182,18-Nov-23,05-Dec-23," 34,220.00 ",,,,,,
17885-13839,17885-13558,13632,JAVED CHEMICAL CORPORATION,17885,13558,13839,26223,27-Nov-23,05-Dec-23," 802,400.00 ",,,,,,
17885-13836,17885-13557,13633,JAVED CHEMICAL CORPORATION,17885,13557,13836,26223,27-Nov-23,05-Dec-23," 802,400.00 ",,,,,,
17885-13824,17885-13556,13634,JAVED CHEMICAL CORPORATION,17885,13556,13824,26223,27-Nov-23,05-Dec-23," 802,400.00 ",,,,,,
16915-10830,16915-6009,13635,JAVED CHEMICAL CORPORATION,16915,6009,10830,26215,24-Nov-23,05-Dec-23," 56,640.00 ",,,,,,
16915-10829,16915-6008,13636,JAVED CHEMICAL CORPORATION,16915,6008,10829,26215,24-Nov-23,05-Dec-23," 56,640.00 ",,,,,,
16512-10828,16512-6007,13637,JAVED CHEMICAL CORPORATION,16512,6007,10828,26214,24-Nov-23,05-Dec-23," 40,500.00 ",,,,,,
17708-10818,17708-5998,13638,JAVED CHEMICAL CORPORATION,17708,5998,10818,26213,24-Nov-23,05-Dec-23," 8,260.00 ",,,,,,
17891-10878,17891-6045,13639,PAKISTAN OXYGEN LIMITED,17891,6045,10878,371950600,12-Nov-23,05-Dec-23," 97,804.30 ",,,,,,
17891-10879,17891-6046,13640,PAKISTAN OXYGEN LIMITED,17891,6046,10879,371952600,18-Nov-23,05-Dec-23," 57,112.00 ",,,,,,
17891-,17891-6047,13641,PAKISTAN OXYGEN LIMITED,17891,6047,,371953732,22-Nov-23,05-Dec-23," 85,668.00 ",,,,,,
17891-,17891-6048,13642,PAKISTAN OXYGEN LIMITED,17891,6048,,371953987,23-Nov-23,05-Dec-23," 29,983.80 ",,,,,,
17203-10816,17203-5997,13643,PAKISTAN OXYGEN LIMITED,17203,5997,10816,371952058,16-Nov-23,05-Dec-23," 36,816.00 ",,,,,,
17541-1085,17541-5985,13644,PAKISTAN OXYGEN LIMITED,17541,5985,1085,371950601,12-Nov-23,05-Dec-23," 29,983.80 ",,,,,,
17131-10861,17131--,13645,PAKISTAN OXYGEN LIMITED,17131,-,10861,371951757,15-Nov-23,05-Dec-23," 22,600.00 ",,,,,,
17891-,17891-,13646,PAKISTAN OXYGEN LIMITED,17891,,,371953734,22-Nov-23,05-Dec-23," 36,816.00 ",,,,,,
17774-5300,17774-5088,13647,DEFENCE BATTERY,17774,5088,5300,000053,28-Nov-23,05-Dec-23," 76,550.00 ",,,,,,
17882-10875,17882--,13648,MUHAMMAD AHSAN CONTRACTOR,17882,-,10875,BRK/2001/2023,01-Dec-23,05-Dec-23," 60,700.00 ",,,,,,
16679-10876,16679--,13649,MUHAMMAD AHSAN CONTRACTOR,16679,-,10876,BRK/200/2023,01-Dec-23,05-Dec-23," 17,100.00 ",,,,,,
17813-10835,17813--,13650,UNUS ENGINEERING,17813,-,10835,,21-Nov-23,05-Dec-23," 350,000.00 ",,,,,,
15421-10862,15421--,13651,TECHNO ENERGY SYSTEM,15421,-,10862,2322,01-Dec-23,05-Dec-23," 385,000.00 ",,,,,,
15294-10863,15294--,13652,TECHNO ENERGY SYSTEM,15294,-,10863,2323,01-Dec-23,05-Dec-23," 460,000.00 ",,,,,,
16355-5307,16355-5095,13653,JES INSTRUMENTATION & CONTROLS,16355,5095,5307,023/23-24,29-Nov-23,05-Dec-23," 1,174,986.18 ",,,,,,
16355-5301,16355-5089,13654,JES INSTRUMENTATION & CONTROLS,16355,5089,5301,023/23-24,29-Nov-23,05-Dec-23," 1,174,986.18 ",,,,,,
17915-10853,17915-6026,13655,K. I. ENTERPRISEE,17915,6026,10853,3945,29-Nov-23,05-Dec-23," 283,200.00 ",,,,,,
17807-13787,17807-13511,13656,MAK KEMIKAL,17807,13511,13787,MK-2304-BROOKES,23-Nov-23,05-Dec-23," 1,176,601.60 ",,,,,,
17864-,17864-13545,13657,MAK KEMIKAL,17864,13545,,MK-2305-BROOKES,27-Nov-23,05-Dec-23," 82,275.50 ",,,,,,
16576-10080,16576-5557,13658,PAK GASES,16576,5557,10080,5574,03-May-23,05-Dec-23," 21,535.00 ",Re-Submitted,,,,,
16537-5279,16537-5066,13659,TAJ AUTOMATION,16537,5066,5279,139,22-Nov-23,05-Dec-23," 35,400.00 ",,,,,,
16806-5280,16806-5067,13660,TAJ AUTOMATION,16806,5067,5280,140,22-Nov-23,05-Dec-23," 21,830.00 ",,,,,,
17375-5281,17375-5068,13661,TAJ AUTOMATION,17375,5068,5281,141,22-Nov-23,05-Dec-23," 139,240.00 ",,,,,,
17836-10840,17836-6011,13662,BLAZON INTERNATIONAL,17836,6011,10840,1936,23-Nov-23,05-Dec-23," 738,750.00 ",,,,,,
17680-13812,17680-13468,13663,NATIONAL TRADING CORPORATION,17680,13468,13812,NOV-001,16-Nov-23,05-Dec-23," 496,000.00 ",,,,,,
17613-798,17613-610,13664,IFTEKHAR INTERNATIONAL,17613,610,798,903,22-Nov-23,05-Dec-23," 82,600.00 ",,,,,,
17613-799,17613-611,13665,IFTEKHAR INTERNATIONAL,17613,611,799,906,24-Nov-23,05-Dec-23," 39,235.00 ",,,,,,
17386-10843,17386-6018,13666,M/S. RAUF ELECTRONIC EQUIPMENT SERVICES,17386,6018,10843,03082/2324M,27-Nov-23,05-Dec-23," 5,900.00 ",,,,,,
17682-5291,17682-5085,13667,H.H CORPORATION,17682,5085,5291,0098,27-Oct-23,05-Dec-23," 62,000.00 ",,,,,,
17723-10837,17723-6013,13668,PHARM CANADA PAKISTAN,17723,6013,10837,4327,20-Nov-23,05-Dec-23," 123,900.00 ",,,,,,
17762-10823,17762--,13669,D-TECH WASTE SOLUTIONS,17762,-,10823,DT-001057,25-Sep-23,05-Dec-23," 92,106.00 ",,,,,,
17695-5289,17695-5075,13670,WAHEED BHAI CARPENTER,17695,5075,5289,BRK/227/2023,24-Nov-23,05-Dec-23," 198,000.00 ",,,,,,
