,Sr,Item Code,Item Name,Supplier / Department,PO No.,DC Number,MRR No.,Shipment No.,Lot No.,Potency,Requested Date,Receiving Date,Quantity ,UOM,Sample Date,Release Status,Rel / Rej / Hold Date,Manufacturer
10414,1200,1309-00290-1001,INSERT PYROLATE INJECTION - (ND) - R2 - Common Material,METIER IMPRESSIONS (PVT) LTD.,17689,23240256,13523,,13897,-,2023-11-27 00:00:00,2023-11-24 00:00:00,27200,Numbers,2023-12-01 00:00:00,Released,2023-12-02 00:00:00,
10415,1201,1308-00405-1003,CARTON PHLOGIN 50 CAPSULES 2's - (ND) - Local Pack P/S,METIER IMPRESSIONS (PVT) LTD.,17689,23240256,13524,,13898,-,2023-12-11 00:00:00,2023-11-24 00:00:00,43100,Numbers,2023-11-27 00:00:00,Hold,2023-12-01 00:00:00,
10416,1202,1309-00368-2011,INSERT LAMADOL INJECTION C/P (Export) - Export Group 11,METIER IMPRESSIONS (PVT) LTD.,17689,23240256,13525,,13899,-,2023-11-20 00:00:00,2023-11-24 00:00:00,47800,Numbers,2023-12-01 00:00:00,Released,2023-12-02 00:00:00,
10417,1203,1101-00163-1003,ALUMINIUM FOIL PK-MERZ TABLETS 70mm P/S - (ND) - R1 - Local Pack P/S,AL NAFAY GRAVURE,17383,3732,13526,,13900,-,2023-10-05 00:00:00,2023-11-24 00:00:00,7.8,Kilogram,2023-11-25 00:00:00,Released,2024-01-31 00:00:00,
10418,1204,1101-00059-1001,ALUMINIUM FOIL ARNIL-P 50mg TABLET - (ND) - Common Material,AL NAFAY GRAVURE,17326,3732,13527,,13901,-,2023-09-08 00:00:00,2023-11-24 00:00:00,20.2,Kilogram,2023-11-25 00:00:00,Released,2023-12-01 00:00:00,
10419,1205,1111-00003-1001,RUBBER STOPPER BROMO BUTYL GREY 32mm A1 - Common Material,"NINGBO YUNMA INTERNATIONAL TRADE CO.,LTD",17189,YM137-23RD58,13528,1216.1,13902,-,2023-09-10 00:00:00,2023-11-24 00:00:00,200000,Numbers,2023-11-27 00:00:00,Released,2023-11-27 00:00:00,JIANGSU RUNDE MEDICAL MATERIAL CO. LTD
10420,1206,1107-00002-1001,PILFER PROOF ALLUMINIUM CAP 25mm - (ND) - Common Material,IDEAPAC,16903,1125/01,13529,,13903,-,2023-08-07 00:00:00,2023-11-25 00:00:00,36000,Numbers,2023-11-25 00:00:00,Released,2023-11-25 00:00:00,
10421,1207,1311-00037-1001,MASTER CARTON 07 - (ND) - Common Material,KHAN PACKAGES,17556,130,13534,,13909,-,2023-11-10 00:00:00,2023-11-25 00:00:00,1600,Numbers,2023-11-25 00:00:00,Released,2023-11-28 00:00:00,
10422,1208,1311-00056-1001,MASTER CARTON 30 - (ND) - Common Material,KHAN PACKAGES,17778,128,13537,,13913,-,2023-12-10 00:00:00,2023-11-25 00:00:00,1000,Numbers,2023-11-25 00:00:00,Released,2023-12-01 00:00:00,
10423,1209,1311-00056-1001,MASTER CARTON 30 - (ND) - Common Material,KHAN PACKAGES,17872,128,13539,,13915,-,2023-11-30 00:00:00,2023-11-27 00:00:00,1023,Numbers,2023-11-27 00:00:00,Released,2023-12-01 00:00:00,
10424,1210,1308-00758-2011,CARTON SENSOCAIN SPINAL 0.5% INJECTION HEAVY 5x4ml C/P (EXPORT) - Export Group 11,METIER IMPRESSIONS (PVT) LTD.,17732,23240260,13540,,13916,-,2023-11-15 00:00:00,2023-11-27 00:00:00,9600,Numbers,2023-11-27 00:00:00,Released,2023-11-30 00:00:00,
10425,1211,1101-00067-1001,ALUMINIUM FOIL E-CAP 20mg CAPSULES 210mm - (ND) - Common Material,AL NAFAY GRAVURE,17310,3732,13541,1229.1,13917,-,2023-09-22 00:00:00,2023-11-27 00:00:00,45.05,Kilogram,2023-11-28 00:00:00,Released,2023-12-01 00:00:00,
10426,1212,1101-00229-2002,ALUMINIUM FOIL LEVOCIT 5mg TABLETS 212mm C/P - (Export) - (ND) - R1 - Export Group 02,AL NAFAY GRAVURE,17779,3732,13542,,13918,-,2023-12-05 00:00:00,2023-11-27 00:00:00,34.05,Numbers,,Receiving Quarantine Lot,,
10427,1213,1101-00229-2002,ALUMINIUM FOIL LEVOCIT 5mg TABLETS 212mm C/P - (Export) - (ND) - R1 - Export Group 02,AL NAFAY GRAVURE,17779,3732,13542,,13918,-,2023-12-05 00:00:00,2023-11-27 00:00:00,34.05,Numbers,,Receiving Quarantine Lot,,
10428,1214,1101-00228-2005,ALUMINIUM FOIL XIFAXA 550mg TABLETS 205mm C/P - (Export) - Export Group 05,AL NAFAY GRAVURE,17442,3732,13543,,13919,-,2023-10-15 00:00:00,2023-11-27 00:00:00,10.75,Kilogram,2023-12-01 00:00:00,Released,2023-12-02 00:00:00,
10429,1215,1307-00051-1002,STICKER PYODINE SOLUTION 60ml - Local Pack C/P,AN TRADERS,17196,1473,13544,,13920,-,2023-08-31 00:00:00,2023-11-27 00:00:00,87700,Numbers,2023-11-28 00:00:00,Released,2023-11-30 00:00:00,
10430,1216,1107-00002-1001,PILFER PROOF ALLUMINIUM CAP 25mm - (ND) - Common Material,IDEAPAC,16903,1127/01,13546,,13923,-,2023-08-07 00:00:00,2023-11-27 00:00:00,36000,Numbers,2023-11-28 00:00:00,Released,2023-11-28 00:00:00,
10431,1217,1109-00132-2011,GLASS AMPOULE CLEAR LAMADOL 2ml C/P - (OPC) - (Export) - Export Group 11,METIER AMPOULE (PVT.) LIMITED,17685,23240754,13547,,13924,-,2023-11-20 00:00:00,2023-11-27 00:00:00,226800,Numbers,2023-12-02 00:00:00,Released,2023-12-20 00:00:00,
10432,1218,1109-00104-1001,GLASS AMPOULE CLEAR CIS-CURON INJECTION 5ml - (ND) - R1 - Common Material,METIER AMPOULE (PVT.) LIMITED,17685,23240755,13548,,13925,-,2023-12-10 00:00:00,2023-11-27 00:00:00,26400,Numbers,2023-11-28 00:00:00,Released,2023-11-29 00:00:00,
10433,1219,1308-00289-1002,CARTON GEN-CIPRO 500mg TABLETS 1x10's C/P - (ND) - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17715,23240263,13549,,13926,-,2023-11-30 00:00:00,2023-11-27 00:00:00,108000,Numbers,2023-11-28 00:00:00,Released,2023-12-01 00:00:00,
10434,1220,1308-00293-1002,CARTON GEN-LEVO 500mg TABLETS 1x10's C/P - (ND) - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17678,23240266,13550,,13927,-,2023-11-06 00:00:00,2023-11-27 00:00:00,161750,Numbers,2023-11-28 00:00:00,Released,2023-12-01 00:00:00,
10435,1221,1308-00405-1003,CARTON PHLOGIN 50 CAPSULES 2's - (ND) - Local Pack P/S,METIER IMPRESSIONS (PVT) LTD.,17689,23240262,13551,,13928,-,2023-12-11 00:00:00,2023-11-27 00:00:00,10000,Numbers,2023-11-28 00:00:00,Hold,2023-12-01 00:00:00,
10436,1222,1109-00107-1001,GLASS AMPOULE AMBER SENSOCAIN SPINAL 0.5% INJECTION 5ml - (ND) - R1 - Common Material,METIER AMPOULE (PVT.) LIMITED,17685,23240753,13553,,13931,-,2023-12-10 00:00:00,2023-11-27 00:00:00,161920,Numbers,2023-11-28 00:00:00,Released,2023-11-29 00:00:00,
10437,1223,1308-00289-1002,CARTON GEN-CIPRO 500mg TABLETS 1x10's C/P - (ND) - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17637,23240264,13554,,13932,-,2023-12-04 00:00:00,2023-11-27 00:00:00,63800,Numbers,2023-11-28 00:00:00,Released,2023-12-01 00:00:00,
10438,1224,1109-00108-1001,GLASS AMPOULE AMBER PHLOGIN INJECTION 3ml - (ND) - R2 - Common Material,METIER AMPOULE (PVT.) LIMITED,17343,23240784,13555,,13933,-,2023-10-02 00:00:00,2023-11-28 00:00:00,395577,Numbers,2023-11-29 00:00:00,Released,2023-11-30 00:00:00,
10439,1225,1308-00876-2002,CARTON LEVOCIT 5mg TABLETS 10x10's C/P - (Export) - (ND) - R1 - Export Group 02,METIER IMPRESSIONS (PVT) LTD.,17769,23240265,13559,,13937,-,2023-12-05 00:00:00,2023-11-28 00:00:00,15050,Numbers,2023-12-01 00:00:00,Released,2023-12-02 00:00:00,
10440,1226,1308-00445-1002,CARTON HEPA-MERZ GRANULES SACHET 5x5gm - (ND) - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17715,23240268,13566,,13940,-,2023-12-05 00:00:00,2023-11-29 00:00:00,26400,Numbers,2023-11-30 00:00:00,Released,2023-12-01 00:00:00,
10441,1227,1308-00874-2011,CARTON LAMADOL INJECTION 5X2ml C/P (Export) - Export Group 11,METIER IMPRESSIONS (PVT) LTD.,17732,23240269,13567,,13941,-,2023-11-20 00:00:00,2023-11-29 00:00:00,44200,Numbers,2023-12-02 00:00:00,Released,2023-12-12 00:00:00,
10442,1228,1308-00688-1003,CARTON RE-UPTOL 10mg TABLETS 2's P/S - (ND) - R1 - Local Pack P/S,METIER IMPRESSIONS (PVT) LTD.,17689,23240270,13568,,13942,-,2023-12-11 00:00:00,2023-11-29 00:00:00,27000,Numbers,2023-11-30 00:00:00,Released,2023-12-01 00:00:00,
10443,1229,1308-00731-1002,CARTON HEPA-MERZ SYRUP 120ml C/P - (ND) - R1 - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17599,23240271,13569,,13943,-,2023-11-23 00:00:00,2023-11-29 00:00:00,327200,Numbers,2023-11-30 00:00:00,Released,2023-12-01 00:00:00,
10444,1230,1309-00111-1001,INSERT GEN-CIPRO (UNFOLDED) - (ND) - Common Material,METIER IMPRESSIONS (PVT) LTD.,17720,23240272,13570,,13944,-,2023-11-30 00:00:00,2023-11-29 00:00:00,108000,Numbers,2023-11-30 00:00:00,Released,2023-12-01 00:00:00,
10445,1231,1109-00104-1001,GLASS AMPOULE CLEAR CIS-CURON INJECTION 5ml - (ND) - R1 - Common Material,METIER AMPOULE (PVT.) LIMITED,17685,23240790,13571,,13945,-,2023-12-10 00:00:00,2023-11-29 00:00:00,91520,Numbers,2023-11-30 00:00:00,Released,2023-11-30 00:00:00,
10446,1232,1109-00035-1001,GLASS AMPOULE CLEAR FENTRA INJECTION 5ml - (ND) - Common Material,METIER AMPOULE (PVT.) LIMITED,17781,23240791,13572,,13946,-,2023-11-30 00:00:00,2023-11-29 00:00:00,32120,Numbers,2023-11-30 00:00:00,Released,2023-12-13 00:00:00,
10447,1233,1107-00002-1001,PILFER PROOF ALLUMINIUM CAP 25mm - (ND) - Common Material,IDEAPAC,16903,1129/02,13573,,13947,-,2023-08-07 00:00:00,2023-11-29 00:00:00,60000,Numbers,2023-11-30 00:00:00,Released,2023-12-01 00:00:00,
10448,1234,1101-00230-2002,ALUMINIUM FOIL LEVOCIT 5mg TABLETS 212mm C/P - (Export) - (ND) - R1 - Export Group 02,AL NAFAY GRAVURE,17912,3732,13582,,13953,-,2023-11-30 00:00:00,2023-11-30 00:00:00,34.05,Kilogram,2023-12-14 00:00:00,Released,2023-12-14 00:00:00,
10449,1235,1311-00053-1001,MASTER CARTON 27 WITH PARTITION - (ND) - Common Material,KHAN PACKAGES,17362,131,13583,,13954,-,2023-10-05 00:00:00,2023-11-30 00:00:00,2100,Numbers,2023-12-01 00:00:00,Released,2023-12-01 00:00:00,
10450,1236,1311-00070-1001,MASTER CARTON 39 - (ND) - Common Material,KHAN PACKAGES,17717,131,13584,,13955,-,2023-12-05 00:00:00,2023-11-30 00:00:00,2200,Numbers,2023-12-01 00:00:00,Released,2023-12-01 00:00:00,
10451,1237,1311-00070-1001,MASTER CARTON 39 - (ND) - Common Material,KHAN PACKAGES,17556,131,13585,,13956,-,2023-10-27 00:00:00,2023-11-30 00:00:00,460,Numbers,2023-12-01 00:00:00,Released,2023-12-01 00:00:00,
10452,1238,1308-00288-1002,CARTON GEN-CIPRO 250mg TABLETS 1x10's C/P - (ND) - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17637,23240278,13586,,13957,-,2023-12-04 00:00:00,2023-11-30 00:00:00,53000,Numbers,2023-12-01 00:00:00,Released,2023-12-01 00:00:00,
10453,1239,1308-00734-1002,CARTON PYROLATE INJECTION 10x1ml C/P - (ND) - R1 - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17689,23240279,13587,,13958,-,2023-11-27 00:00:00,2023-11-30 00:00:00,26700,Numbers,2023-12-01 00:00:00,Released,2023-12-01 00:00:00,
10454,1240,1109-00120-1001,GLASS AMPOULE CLEAR HYPOZAM INJECTION 5ml - (ND) - R1 - Common Material,METIER AMPOULE (PVT.) LIMITED,17781,23240799,13588,,13959,-,2023-11-30 00:00:00,2023-11-30 00:00:00,253440,Numbers,2023-12-01 00:00:00,Released,2023-12-01 00:00:00,
10455,1241,1308-00875-2002,CARTON LACTULOSE (B-LACT) SYRUP 120ml C/P - (Export) - (ND) - Export Group 02,METIER IMPRESSIONS (PVT) LTD.,17769,23240280,13589,,13960,-,2023-12-05 00:00:00,2023-11-30 00:00:00,128500,Numbers,2023-12-02 00:00:00,Released,2023-12-02 00:00:00,
10456,1242,1308-00256-1002,CARTON ARNIL 75 TABLETS C/P - (ND) - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17715,23240282,13590,,13962,-,2023-12-05 00:00:00,2023-11-30 00:00:00,63000,Numbers,2023-12-01 00:00:00,Released,2023-12-01 00:00:00,
10457,1243,1101-00068-1001,ALUMINIUM FOIL E-CAP 40mg CAPSULES 210mm - (ND) - Common Material,AL NAFAY GRAVURE,17867,3732,13595,1247.1,13967,-,2023-11-30 00:00:00,2023-12-01 00:00:00,45.95,Kilogram,2023-12-02 00:00:00,Released,2023-12-02 00:00:00,
10458,1244,1307-00051-1002,STICKER PYODINE SOLUTION 60ml - Local Pack C/P,AN TRADERS,17783,1476,13597,,13969,-,2023-12-13 00:00:00,2023-12-01 00:00:00,330000,Numbers,2023-12-02 00:00:00,Released,2023-12-02 00:00:00,
10459,1245,1311-00053-1001,MASTER CARTON 27 WITH PARTITION - (ND) - Common Material,KHAN PACKAGES,17920,132,13609,,13981,-,2023-12-26 00:00:00,2023-12-02 00:00:00,8500,Numbers,2023-12-04 00:00:00,Released,2023-12-07 00:00:00,
10460,1246,1106-00007-1001,FLIP OFF SEAL RED 32mm - Common Material,IFTEKHAR INTERNATIONAL,17388,933,13610,,13982,-,2023-11-07 00:00:00,2023-12-04 00:00:00,20000,Numbers,2023-12-05 00:00:00,Released,2023-12-07 00:00:00,
10461,1247,1106-00001-1001,ALUMINIUM SEAL SILVER - Common Material,METIER PLASTIC (PVT.) LIMITED,17782,23240175,13611,,13984,-,2023-12-28 00:00:00,2023-12-04 00:00:00,29500,Numbers,2023-12-05 00:00:00,Released,2023-12-18 00:00:00,
10462,1248,1308-00510-1003,CARTON EXINOFIN CREAM 3gm P/S - Local Pack P/S,METIER IMPRESSIONS (PVT) LTD.,17689,23240285,13612,,13985,-,2023-12-11 00:00:00,2023-12-04 00:00:00,11000,Numbers,2023-12-05 00:00:00,Released,2023-12-06 00:00:00,
10463,1249,1308-00736-1003,CARTON HEPA-MERZ INFUSION 1x10ml P/S - (ND) - R1 - Local Pack P/S,METIER IMPRESSIONS (PVT) LTD.,17689,23240285,13613,,13986,-,2023-12-11 00:00:00,2023-12-04 00:00:00,27150,Numbers,2023-12-05 00:00:00,Released,2023-12-06 00:00:00,
10464,1250,1308-00256-1002,CARTON ARNIL 75 TABLETS C/P - (ND) - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17715,23240286,13614,,13987,-,2023-12-05 00:00:00,2023-12-04 00:00:00,38800,Numbers,2023-12-05 00:00:00,Released,2023-12-06 00:00:00,
10465,1251,1309-00092-1001,INSERT ACURON INJECTION - (ND) - Common Material,METIER IMPRESSIONS (PVT) LTD.,17820,23240288,13615,,13989,-,2023-12-13 00:00:00,2023-12-04 00:00:00,27200,Numbers,2023-12-05 00:00:00,Released,2023-12-06 00:00:00,
10466,1252,1309-00284-1001,INSERT MINOXIN PLUS SOLUTION 5% & MINOXIN SOLUTION 2% - (ND) - R1 - Common Material,METIER IMPRESSIONS (PVT) LTD.,17820,23240288,13616,,13990,-,2023-12-28 00:00:00,2023-12-04 00:00:00,43150,Numbers,2023-12-05 00:00:00,Released,2023-12-06 00:00:00,
10467,1253,1309-00296-1001,INSERT OXOFERIN SOLUTION - (ND) - R2 - Common Material,METIER IMPRESSIONS (PVT) LTD.,17820,23240288,13617,,13991,-,2023-12-28 00:00:00,2023-12-04 00:00:00,52500,Numbers,2023-12-05 00:00:00,Released,2023-12-06 00:00:00,
10468,1254,1309-00307-1001,INSERT HYPOZAM INJECTION - (ND) - R1 - Common Material,METIER IMPRESSIONS (PVT) LTD.,17771,23240289,13618,,13992,-,2023-12-10 00:00:00,2023-12-04 00:00:00,80000,Numbers,2023-12-05 00:00:00,Released,2023-12-06 00:00:00,
10469,1255,1311-00053-1001,MASTER CARTON 27 WITH PARTITION - (ND) - Common Material,KHAN PACKAGES,17717,133,13619,,13993,-,2023-12-05 00:00:00,2023-12-04 00:00:00,4400,Numbers,2023-12-05 00:00:00,Released,2023-12-07 00:00:00,
10470,1256,1311-00053-1001,MASTER CARTON 27 WITH PARTITION - (ND) - Common Material,KHAN PACKAGES,17920,133,13620,,13994,-,2023-12-26 00:00:00,2023-12-04 00:00:00,2500,Numbers,2023-12-05 00:00:00,Released,2023-12-11 00:00:00,
10471,1257,1311-00053-1001,MASTER CARTON 27 WITH PARTITION - (ND) - Common Material,KHAN PACKAGES,17556,133,13621,,13995,-,2023-11-15 00:00:00,2023-12-04 00:00:00,2000,Numbers,2023-12-05 00:00:00,Released,2023-12-15 00:00:00,
10472,1258,1311-00053-1001,MASTER CARTON 27 WITH PARTITION - (ND) - Common Material,KHAN PACKAGES,17362,133,13622,,13996,-,2023-10-05 00:00:00,2023-12-04 00:00:00,915,Numbers,2023-12-05 00:00:00,Released,2023-12-15 00:00:00,
10473,1259,1106-00007-1001,FLIP OFF SEAL RED 32mm - Common Material,IFTEKHAR INTERNATIONAL,17388,945,13625,,13997,-,2023-11-07 00:00:00,2023-12-05 00:00:00,22000,Numbers,2023-12-06 00:00:00,Released,2023-12-07 00:00:00,
10474,1260,1112-00006-1001,PLASTIC ROUND BOTTLE 500ml / 450ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240177,13626,,13998,-,2024-02-20 00:00:00,2023-12-05 00:00:00,8000,Numbers,2023-12-06 00:00:00,Released,2023-12-06 00:00:00,
10475,1261,1112-00007-1001,PLASTIC ROUND BOTTLE 60ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240177,13627,,13999,-,2024-02-20 00:00:00,2023-12-05 00:00:00,40000,Numbers,2023-12-06 00:00:00,Released,2023-12-12 00:00:00,
10476,1262,1304-00002-1001,PLASTIC HANGER FOR INFUSION 100ml - Common Material,METIER PLASTIC (PVT.) LIMITED,17716,23240178,13628,,14000,-,2023-12-05 00:00:00,2023-12-05 00:00:00,51000,Numbers,2023-12-06 00:00:00,Released,2023-12-06 00:00:00,
10477,1263,1308-00737-1002,CARTON OXOFERIN SOLUTION 50ml C/P - (ND) - R1 - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17820,23240290,13629,,14001,-,2023-12-28 00:00:00,2023-12-05 00:00:00,53600,Numbers,2023-12-06 00:00:00,Released,2023-12-06 00:00:00,
10478,1264,1107-00002-1001,PILFER PROOF ALLUMINIUM CAP 25mm - (ND) - Common Material,PAK PHARMACEUTICAL PACKAGES (PRIVATE) LIMITED,17870,229,13630,,14003,-,2023-12-20 00:00:00,2023-12-05 00:00:00,500000,Numbers,2023-12-06 00:00:00,Released,2023-12-13 00:00:00,
10479,1265,1108-00001-1001,GLASS BOTTLE AMBER 120ml - Common Material,GHANI GLASS LIMITED,17598,13302959,13633,,14006,-,2023-11-23 00:00:00,2023-12-06 00:00:00,82500,Numbers,2023-12-06 00:00:00,Released,2023-12-11 00:00:00,
10480,1266,1112-00007-1001,PLASTIC ROUND BOTTLE 60ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240180,13634,,14007,-,2024-02-20 00:00:00,2023-12-06 00:00:00,62500,Numbers,2023-12-07 00:00:00,Released,2023-12-11 00:00:00,
10481,1267,1301-00014-1001,PLASTIC CAP WHITE (WITHOUT BROOKES LOGO) - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240180,13635,,14008,-,2024-02-20 00:00:00,2023-12-06 00:00:00,199500,Numbers,2023-12-07 00:00:00,Released,2023-12-11 00:00:00,
10482,1268,1107-00002-1001,PILFER PROOF ALLUMINIUM CAP 25mm - (ND) - Common Material,IDEAPAC,16903,1206/01,13636,,14009,-,2023-08-07 00:00:00,2023-12-06 00:00:00,69000,Numbers,2023-12-07 00:00:00,Hold,2023-12-27 00:00:00,
10483,1269,1307-00051-1002,STICKER PYODINE SOLUTION 60ml - Local Pack C/P,AN TRADERS,17783,1482,13637,,14010,-,2023-12-13 00:00:00,2023-12-06 00:00:00,687500,Numbers,2023-12-07 00:00:00,Released,2023-12-12 00:00:00,
10484,1270,1106-00007-1001,FLIP OFF SEAL RED 32mm - Common Material,IFTEKHAR INTERNATIONAL,17388,951,13638,,14011,-,2023-11-07 00:00:00,2023-12-06 00:00:00,14000,Numbers,2023-12-07 00:00:00,Released,2023-12-12 00:00:00,
10485,1271,1112-00006-1001,PLASTIC ROUND BOTTLE 500ml / 450ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240181,13639,,14013,-,2024-02-20 00:00:00,2023-12-06 00:00:00,16880,Numbers,2023-12-07 00:00:00,Released,2023-12-11 00:00:00,
10486,1272,1109-00120-1001,GLASS AMPOULE CLEAR HYPOZAM INJECTION 5ml - (ND) - R1 - Common Material,METIER AMPOULE (PVT.) LIMITED,17781,23240822,13640,,14014,-,2023-11-30 00:00:00,2023-12-07 00:00:00,537900,Numbers,2023-12-08 00:00:00,Released,2023-12-14 00:00:00,
10487,1273,1112-00006-1001,PLASTIC ROUND BOTTLE 500ml / 450ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240183,13641,,14015,-,2024-02-20 00:00:00,2023-12-07 00:00:00,3360,Numbers,2023-12-08 00:00:00,Released,2023-12-11 00:00:00,
10488,1274,1308-00325-1002,CARTON PHLOGIN GEL 20gm C/P - (ND) - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17771,23240297,13642,,14016,-,2023-12-11 00:00:00,2023-12-07 00:00:00,107950,Numbers,2023-12-08 00:00:00,Released,2023-12-12 00:00:00,
10489,1275,1308-00563-1002,CARTON MOXITIER 400mg TABLETS 1X5's C/P - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17715,23240299,13643,,14017,-,2023-12-10 00:00:00,2023-12-07 00:00:00,25450,Numbers,2023-12-08 00:00:00,Released,2023-12-13 00:00:00,
10490,1276,1111-00003-1001,RUBBER STOPPER BROMO BUTYL GREY 32mm A1 - Common Material,"NINGBO YUNMA INTERNATIONAL TRADE CO.,LTD",17189,YM137-23RD75,13644,1213.1,14022,-,2023-09-10 00:00:00,2023-12-07 00:00:00,200000,Numbers,2023-12-11 00:00:00,Released,2023-12-15 00:00:00,JIANGSU RUNDE MEDICAL MATERIAL CO. LTD
10491,1277,1104-00012-1001,P.V.C. CLEAR 175mm 350 MICRON - Common Material,"JIANGXI CHUNGUANG NEW MATERIALS TECHNOLOGY CO.,LTD",16892,CG231021005,13649,1253.1,14028,-,2023-07-03 00:00:00,2023-12-08 00:00:00,3000,Kilogram,2023-12-11 00:00:00,Released,2023-12-21 00:00:00,"JIANGXI CHUNGUANG NEW MATERIALS TECHNOLOGY CO.,LTD"
10492,1278,1308-00435-1002,CARTON CONTRACTUBEX GEL 20gm - (ND) - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17272,23240298,13653,,14033,-,2023-09-15 00:00:00,2023-12-08 00:00:00,21550,Numbers,2023-12-11 00:00:00,Released,2023-12-12 00:00:00,
10493,1279,1112-00006-1001,PLASTIC ROUND BOTTLE 500ml / 450ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240186,13654,,14034,-,2024-02-20 00:00:00,2023-12-08 00:00:00,4480,Numbers,2023-12-11 00:00:00,Released,2023-12-12 00:00:00,
10494,1280,1112-00007-1001,PLASTIC ROUND BOTTLE 60ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240186,13655,,14035,-,2024-02-20 00:00:00,2023-12-08 00:00:00,80000,Numbers,2023-12-11 00:00:00,Released,2023-12-12 00:00:00,
10495,1281,1301-00014-1001,PLASTIC CAP WHITE (WITHOUT BROOKES LOGO) - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240187,13656,,14036,-,2024-02-20 00:00:00,2023-12-08 00:00:00,32100,Numbers,2023-12-11 00:00:00,Released,2023-12-12 00:00:00,
10496,1282,1112-00006-1001,PLASTIC ROUND BOTTLE 500ml / 450ml PYODINE - Common Material,METIER PLASTIC (PVT.) LIMITED,17726,23240187,13657,,14037,-,2024-02-20 00:00:00,2023-12-08 00:00:00,9760,Numbers,2023-12-11 00:00:00,Released,2023-12-12 00:00:00,
10497,1283,1308-00754-1002,CARTON HYPOZAM INJECTION 10x5ml - (ND) - R1 - Local Pack C/P,METIER IMPRESSIONS (PVT) LTD.,17771,23240306,13658,,14038,-,2023-12-10 00:00:00,2023-12-08 00:00:00,80200,Numbers,2023-12-11 00:00:00,Released,2023-12-12 00:00:00,
10498,1284,1304-00002-1001,PLASTIC HANGER FOR INFUSION 100ml - Common Material,METIER PLASTIC (PVT.) LIMITED,17782,23240188,13659,,14039,-,2023-12-30 00:00:00,2023-12-09 00:00:00,53500,Numbers,2023-12-11 00:00:00,Released,2023-12-12 00:00:00,
10499,1285,1106-00001-1001,ALUMINIUM SEAL SILVER - Common Material,METIER PLASTIC (PVT.) LIMITED,17782,23240188,13660,,14040,-,2023-12-28 00:00:00,2023-12-09 00:00:00,20500,Numbers,2023-12-11 00:00:00,Released,2023-12-18 00:00:00,
10500,1286,1305-00015-1001,TRAY P.V.C. CLEAR 5ml x 5 - Common Material,REBORN INDUSTIRES (PVT) LTD,17819,578,13661,,14041,-,2023-12-10 00:00:00,2023-12-09 00:00:00,84000,Numbers,2023-12-12 00:00:00,Released,2023-12-12 00:00:00,
10501,1287,1305-00015-1001,TRAY P.V.C. CLEAR 5ml x 5 - Common Material,REBORN INDUSTIRES (PVT) LTD,17363,579,13662,,14042,-,2023-10-10 00:00:00,2023-12-09 00:00:00,28000,Numbers,2023-12-12 00:00:00,Released,2023-12-12 00:00:00,
10502,1288,1307-00240-1002,STICKER LABEL HEPA-MERZ SYRUP 120ml C/P - (ND) - R1 - Local Pack C/P,AN TRADERS,17221,1489,13663,,14043,-,2023-10-02 00:00:00,2023-12-09 00:00:00,305100,Numbers,2023-12-11 00:00:00,Released,2023-12-13 00:00:00,
10503,1289,1305-00011-1001,TRAY P.V.C. CLEAR 3ml x 5 - Common Material,REBORN INDUSTIRES (PVT) LTD,17363,854-23,13669,,14052,-,2023-10-19 00:00:00,2023-12-11 00:00:00,20820,Numbers,,Receiving Quarantine Lot,,
10504,1290,1305-00011-1001,TRAY P.V.C. CLEAR 3ml x 5 - Common Material,REBORN INDUSTIRES (PVT) LTD,17363,854-23,13669,,14052,-,2023-10-19 00:00:00,2023-12-11 00:00:00,20820,Numbers,,Receiving Quarantine Lot,,
10505,1291,1305-00015-1001,TRAY P.V.C. CLEAR 5ml x 5 - Common Material,REBORN INDUSTIRES (PVT) LTD,17363,584-23,13670,,14054,-,2023-10-10 00:00:00,2023-12-11 00:00:00,20820,Numbers,2023-12-12 00:00:00,Released,2023-12-12 00:00:00,
