Req. Status,Fusion PR. No,PO. No,PR. Line No,Department,PR No,PR Date,Item Code,Item Name,UOM,Qty,Delivery Date,Buyer,Description
APPROVED,27852,,311,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,10,19/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,309,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,10,19/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,371,Canteen,6453,5/6/2023,6351-00001-0000,MILK FRESH,LTR,65,26/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,26464,,55,Canteen,6214,9/1/2023,6351-00001-0000,MILK FRESH,LTR,15,18/11/22,,CASH PURCHASED FOR CANTEEN FROM 07-11-2022 TILL 15-11-2022.
APPROVED,26435,,51,Canteen,6086,9/1/2023,6351-00001-0000,MILK FRESH,LTR,15,14/11/22,,CASH PURCHASED FOR CANTEEN FROM 01-NOV-2022 TILL 05-NOV-2022.
APPROVED,7909,,376,Canteen,2221,18/03/19,6351-00001-0000,MILK FRESH,LTR,25,4/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,392,Canteen,2221,18/03/19,6351-00001-0000,MILK FRESH,LTR,25,5/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,396,Canteen,2221,18/03/19,6351-00001-0000,MILK FRESH,LTR,25,7/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,398,Canteen,2221,18/03/19,6351-00001-0000,MILK FRESH,LTR,25,7/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7062,,56,Canteen,2006,2/1/2019,6351-00001-0000,MILK FRESH,LTR,25,7/1/2019,,cash purchased for canteen from 08-12-18 to 15-12-18
APPROVED,7062,,54,Canteen,2006,2/1/2019,6351-00001-0000,MILK FRESH,LTR,25,7/1/2019,,cash purchased for canteen from 08-12-18 to 15-12-18
APPROVED,7495,,44,Canteen,2004,2/1/2019,6351-00001-0000,MILK FRESH,LTR,25,7/1/2019,,cash purchased for canteen from 17-12-18 to 20-12-18
APPROVED,6819,,51,Canteen,1845,11/12/2018,6351-00001-0000,MILK FRESH,LTR,30,17/12/18,,cash purchased for canteen from 01-Dec-2018 to 07-Dec-2018
APPROVED,6819,,53,Canteen,1845,11/12/2018,6351-00001-0000,MILK FRESH,LTR,30,17/12/18,,cash purchased for canteen from 01-Dec-2018 to 07-Dec-2018
APPROVED,6558,,41,Canteen,1753,3/12/2018,6351-00001-0000,MILK FRESH,LTR,30,4/12/2018,,cash purchased for canteen from 01-nov-2018 to 05-nov-2018
APPROVED,5442,,60,Canteen,1361,16/10/18,6351-00001-0000,MILK FRESH,LTR,35,23/10/18,,cash purchased for canteen from 07-09-18 to 12-09-18
APPROVED,4034,,52,Canteen,1244,4/10/2018,6351-00001-0000,MILK FRESH,LTR,35,7/9/2018,,cash purchased for canteen from 13-04-18 to 18-04-18
APPROVED,4034,,54,Canteen,1244,4/10/2018,6351-00001-0000,MILK FRESH,LTR,35,7/9/2018,,cash purchased for canteen from 13-04-18 to 18-04-18
APPROVED,4034,,53,Canteen,1244,4/10/2018,6351-00001-0000,MILK FRESH,LTR,35,7/9/2018,,cash purchased for canteen from 13-04-18 to 18-04-18
APPROVED,28727,,71,Canteen,6674,7/9/2023,6351-00002-0000,CHANA WHITE,KGs,15,20/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,6221,,65,Canteen,1609,15/11/18,6351-00003-0000,OLIVE OIL,TIN,1,19/11/18,,cash purchased for canteen from 27-oct-2018 to 31-oct-2018
APPROVED,5975,,14,Canteen,1524,5/11/2018,6351-00003-0000,OLIVE OIL,TIN,1,8/11/2018,,Directors Expense for the month of Oct-2018
APPROVED,5520,,38,Canteen,1496,1/11/2018,6351-00005-0000,SALT,CTN,240,24/10/18,,Arranged monthly grocery for the month of Sep-2018
APPROVED,29178,,49,Canteen,6889,28/11/23,6351-00006-0000,SUGAR,KGs,50,24/10/23,,CASH PURCHASED FOR CANTEEN FROM 06-10-2023 TILL 11-10-2023.
APPROVED,28727,,607,Canteen,6674,7/9/2023,6351-00006-0000,SUGAR,KGs,50,8/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,605,Canteen,6674,7/9/2023,6351-00006-0000,SUGAR,KGs,50,24/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,509,Canteen,6453,5/6/2023,6351-00006-0000,SUGAR,KGs,50,26/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,510,Canteen,6453,5/6/2023,6351-00006-0000,SUGAR,KGs,100,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,26435,,66,Canteen,6086,9/1/2023,6351-00006-0000,SUGAR,KGs,50,14/11/22,,CASH PURCHASED FOR CANTEEN FROM 01-NOV-2022 TILL 05-NOV-2022.
APPROVED,26435,,67,Canteen,6086,9/1/2023,6351-00006-0000,SUGAR,KGs,50,14/11/22,,CASH PURCHASED FOR CANTEEN FROM 01-NOV-2022 TILL 05-NOV-2022.
APPROVED,7909,,188,Canteen,2221,18/03/19,6351-00007-0000,COOKING OIL,TIN,2,23/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,192,Canteen,2221,18/03/19,6351-00007-0000,COOKING OIL,TIN,5,23/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,196,Canteen,2221,18/03/19,6351-00007-0000,COOKING OIL,TIN,30,25/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,6843,,18,Canteen,2005,2/1/2019,6351-00007-0000,COOKING OIL,TIN,15,7/1/2019,,Arranged monthly grocery for the month of Dec-2018
APPROVED,6717,,25,Canteen,1759,4/12/2018,6351-00007-0000,COOKING OIL,TIN,10,10/12/2018,,cash purchased for canteen from 23-11-18 to 28-11-18
APPROVED,26464,,79,Canteen,6214,9/1/2023,6351-00008-0000,POWDER RED CHILLI,KGs,2,23/11/22,,CASH PURCHASED FOR CANTEEN FROM 07-11-2022 TILL 15-11-2022.
APPROVED,26435,,61,Canteen,6086,9/1/2023,6351-00008-0000,POWDER RED CHILLI,KGs,2,14/11/22,,CASH PURCHASED FOR CANTEEN FROM 01-NOV-2022 TILL 05-NOV-2022.
APPROVED,27852,,559,Canteen,6453,5/6/2023,6351-00009-0000,TURMERIC (HALDI),KGs,4,19/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,7909,,603,Canteen,2221,18/03/19,6351-00009-0000,TURMERIC (HALDI),KGs,5,29/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,605,Canteen,2221,18/03/19,6351-00009-0000,TURMERIC (HALDI),KGs,15,4/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,29022,,19,Canteen,6986,28/11/23,6351-00010-0000,FLOUR,KGs,100,9/10/2023,Atif Salam,CASH PURCHASED FOR CANTEEN FROM 25-09-2023 TILL 30-09-2023.
APPROVED,29131,,30,Canteen,6884,28/11/23,6351-00010-0000,FLOUR,KGs,50,17/10/23,,CASH PURCHASED FOR CANTEEN FROM 01-10-2023 TILL 05-10-2023.
APPROVED,28727,,277,Canteen,6674,7/9/2023,6351-00010-0000,FLOUR,KGs,150,24/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,26464,,38,Canteen,6214,9/1/2023,6351-00010-0000,FLOUR,KGs,50,21/11/22,,CASH PURCHASED FOR CANTEEN FROM 07-11-2022 TILL 15-11-2022.
APPROVED,7909,,276,Canteen,2221,18/03/19,6351-00010-0000,FLOUR,KGs,400,7/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7497,,47,Canteen,2100,15/01/19,6351-00010-0000,FLOUR,KGs,350,22/01/19,,cash purchased for canteen from 21-12-18 to 31-12-18
APPROVED,6843,,34,Canteen,2005,2/1/2019,6351-00010-0000,FLOUR,KGs,"1,000.00",7/1/2019,,Arranged monthly grocery for the month of Dec-2018
APPROVED,5520,,20,Canteen,1496,1/11/2018,6351-00010-0000,FLOUR,KGs,"1,250.00",26/10/18,,Arranged monthly grocery for the month of Sep-2018
APPROVED,7909,,240,Canteen,2221,18/03/19,6351-00012-0000,CUSTARD,PKS,3,4/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,6186,,59,Canteen,1619,15/11/18,6351-00013-0000,FENNEL (SONF),KGs,1,19/11/18,,cash purchased for canteen from 23-oct-2018 to 26-oct-2018
APPROVED,27852,,427,Canteen,6453,5/6/2023,6351-00015-0000,PICKLE,KGs,1,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,6574,,69,Canteen,1745,3/12/2018,6351-00015-0000,PICKLE,KGs,20,6/12/2018,,cash purchased for canteen from 06-11-18 to 12-11-18
APPROVED,5964,,39,Canteen,1522,5/11/2018,6351-00016-0000,MATCH BOX,PKS,2,8/11/2018,,Arranged monthly grocery for the month of Oct-2018
APPROVED,6843,,26,Canteen,2005,2/1/2019,6351-00018-0000,DAL MOONG,KGs,25,7/1/2019,,Arranged monthly grocery for the month of Dec-2018
APPROVED,6221,,37,Canteen,1609,15/11/18,6351-00018-0000,DAL MOONG,KGs,10,19/11/18,,cash purchased for canteen from 27-oct-2018 to 31-oct-2018
APPROVED,5355,,50,Canteen,1618,15/11/18,6351-00018-0000,DAL MOONG,KGs,50,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,5520,,14,Canteen,1496,1/11/2018,6351-00018-0000,DAL MOONG,KGs,100,26/10/18,,Arranged monthly grocery for the month of Sep-2018
APPROVED,7497,,39,Canteen,2100,15/01/19,6351-00020-0000,DAL CHANA,KGs,30,22/01/19,,cash purchased for canteen from 21-12-18 to 31-12-18
APPROVED,6843,,24,Canteen,2005,2/1/2019,6351-00020-0000,DAL CHANA,KGs,100,7/1/2019,,Arranged monthly grocery for the month of Dec-2018
APPROVED,27852,,268,Canteen,6453,5/6/2023,6351-00021-0000,IMLI (TAMARIND),KGs,2,19/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,269,Canteen,6453,5/6/2023,6351-00021-0000,IMLI (TAMARIND),KGs,2.9,5/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,6221,,51,Canteen,1609,15/11/18,6351-00021-0000,IMLI (TAMARIND),KGs,3,19/11/18,,cash purchased for canteen from 27-oct-2018 to 31-oct-2018
APPROVED,5355,,61,Canteen,1618,15/11/18,6351-00021-0000,IMLI (TAMARIND),KGs,10,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,27852,,514,Canteen,6453,5/6/2023,6351-00022-0000,TAIZ PAT,GMS,0.47,1/6/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,29178,,3,Canteen,6889,28/11/23,6351-00024-0000,BIRYANI MASALA,PKS,3,24/10/23,,CASH PURCHASED FOR CANTEEN FROM 06-10-2023 TILL 11-10-2023.
APPROVED,28727,,572,Canteen,6674,7/9/2023,6351-00025-0000,RAISIN (KISHMISH),KGs,1,8/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,29219,,7,Canteen,6963,28/11/23,6351-00026-0000,CARROT (GAAJAR),KGs,0.62,2/11/2023,,CASH PURCHASED FOR CANTEEN FROM 18-10-2023 TILL 23-10-2023.
APPROVED,7497,,4,Canteen,2100,15/01/19,6351-00026-0000,CARROT (GAAJAR),KGs,20,22/01/19,,cash purchased for canteen from 21-12-18 to 31-12-18
APPROVED,6670,,10,Canteen,1764,4/12/2018,6351-00026-0000,CARROT (GAAJAR),KGs,10,7/12/2018,,cash purchased for canteen on 20-11-18 and 16-11-18
APPROVED,6574,,11,Canteen,1745,3/12/2018,6351-00026-0000,CARROT (GAAJAR),KGs,1,6/12/2018,,cash purchased for canteen from 06-11-18 to 12-11-18
APPROVED,4034,,13,Canteen,1244,4/10/2018,6351-00026-0000,CARROT (GAAJAR),KGs,3,7/9/2018,,cash purchased for canteen from 13-04-18 to 18-04-18
APPROVED,27852,,194,Canteen,6453,5/6/2023,6351-00027-0000,ELAICHI SMALL (CARDAMOM),KGs,50,22/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,195,Canteen,6453,5/6/2023,6351-00027-0000,ELAICHI SMALL (CARDAMOM),KGs,50,29/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,5964,,27,Canteen,1522,5/11/2018,6351-00027-0000,ELAICHI SMALL (CARDAMOM),KGs,3,8/11/2018,,Arranged monthly grocery for the month of Oct-2018
APPROVED,27852,,147,Canteen,6453,5/6/2023,6351-00033-0000,CORN FLOUR,KGs,3,19/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,9588,,37,Canteen,2633,21/05/19,6351-00033-0000,CORN FLOUR,KGs,5,27/05/19,,Cash purchased for canteen from 15-Apr-19 to 18-Apr-19
APPROVED,5234,,42,Canteen,1336,12/10/2018,6351-00039-0000,DAL MASOOR SABUT,KGs,20,18/10/18,,cash purchased for canteen from 12-08-18 to 18-08-18
APPROVED,5964,,3,Canteen,1522,5/11/2018,6351-00040-0000,ALOOBUKHARA DRY,GMS,10,8/11/2018,,Arranged monthly grocery for the month of Oct-2018
APPROVED,27852,,472,Canteen,6453,5/6/2023,6351-00042-0000,RED CHILLY CRUSHED,KGs,2,22/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,471,Canteen,6453,5/6/2023,6351-00042-0000,RED CHILLY CRUSHED,KGs,1,15/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,29131,,67,Canteen,6884,28/11/23,6351-00043-0000,TEA PACK (TAPAL),PKS,12,24/10/23,,CASH PURCHASED FOR CANTEEN FROM 01-10-2023 TILL 05-10-2023.
APPROVED,28727,,639,Canteen,6674,7/9/2023,6351-00043-0000,TEA PACK (TAPAL),PKS,8,19/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,630,Canteen,6674,7/9/2023,6351-00043-0000,TEA PACK (TAPAL),PKS,3,24/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,520,Canteen,6453,5/6/2023,6351-00043-0000,TEA PACK (TAPAL),PKS,3,5/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,7909,,571,Canteen,2221,18/03/19,6351-00043-0000,TEA PACK (TAPAL),PKS,12,23/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,5520,,42,Canteen,1496,1/11/2018,6351-00043-0000,TEA PACK (TAPAL),PKS,216,26/10/18,,Arranged monthly grocery for the month of Sep-2018
APPROVED,5442,,47,Canteen,1361,16/10/18,6351-00047-0000,FRENCH MAYONNAISE,PKS,5,22/10/18,,cash purchased for canteen from 07-09-18 to 12-09-18
APPROVED,7909,,418,Canteen,2221,18/03/19,6351-00048-0000,MILK POWDER (NIDO),PKS,1,5/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,11873,,1,Domestic Business Unit - INTENSIVE,3273,17/09/19,6103-00011-0000,VISITING CARDS (FIELD FORCE),NOS,"2,000.00",23/09/19,,VISITING CARDS (FIELD FORCE)
APPROVED,9077,,1,Learning & Development,2487,22/04/19,6105-00008-0000,Paper Color Different,NOS,500,29/04/19,,Paper Color Different
APPROVED,28654,,3,Quality Control (Common),6668,7/9/2023,6105-00039-0000,PAPER ROLL CALCULATOR SIZE: 2.25,NOS,60,22/08/23,,RIBBON PRINTER MODEL: ERC-09 BRAND: EPSON
APPROVED,,,1,Quality Control (Common),7302,1/2/2024,3006-00051-0000,CALIBRATION CHARGES,JOB,1,15/02/24,Atif Salam,Calibration of viscometer
APPROVED,,,3,Engineering (Common),7226,24/01/24,3005-00008-0000,LABOUR CHARGES,JOB,1,29/01/24,Atif Salam,REQUIRED FOR CIVIL WORK LAYING DIESEL PIPE LINE
APPROVED,,,2,Engineering (Common),7226,24/01/24,3005-00008-0000,LABOUR CHARGES,JOB,1,29/01/24,Atif Salam,REQUIRED FOR CIVIL WORK LAYING DIESEL PIPE LINE
APPROVED,,,2,,7227,24/01/24,3005-00008-0000,LABOUR CHARGES,JOB,2,29/01/24,Atif Salam,REQUIRED FOR TILT AND DISBALANCE S.S DOORS OF CEPH AREA PLOT-59
APPROVED,,,1,Engineering (Common),7170,17/01/24,3005-00009-0000,SERVICES CHARGES,JOB,2,24/01/24,Atif Salam,REQUIRED VALIDATION FOR GFSA DHS + AUTOCLAVE AND AUTOCLAVE MICRO LAB
APPROVED,,,5,Engineering (Common),7227,24/01/24,3005-00010-0000,LABOUR CHARGES WITH MATERIAL,JOB,1,29/01/24,Atif Salam,REQUIRED FOR TILT AND DISBALANCE S.S DOORS OF CEPH AREA PLOT-59
APPROVED,,,2,,7275,30/01/24,3005-00013-0000,TRANSPORTATION CHARGES,JOB,1,7/2/2024,Atif Salam,Environmental Monitoring of 09 sampling Points to for COD & BOD limits Investigation
APPROVED,,,3,Quality Control (Common),7270,30/01/24,3005-00014-0000,FREIGHT CHARGES,JOB,1,23/02/24,Mumtaz,For Standardization and Routine Testing
APPROVED,7339,,1,Documentation & GMP Training,1944,19/12/18,6105-00048-0000,SELF INKING STAMP,NOS,2,26/12/18,,SELF INKING STAMP
APPROVED,5712,,2,Admin Common,1487,30/10/18,6201-00009-0000,ENGINE OIL,NOS,1,31/10/18,,ROUTINE WASHING SERVICE & REPLACEMENT OF ENGINE OIL/AIR FILTER/OIL FILTER OF VEHICLE BKB-464 HONDA CIVIC MR. IRFAN HASSAN SAHAB  (30258KM).
APPROVED,8165,,68,Admin Common,2220,18/03/19,6202-00022-0000,OIL FILTER,NOS,1,19/02/19,,Fixing quarter glass of Suzuki Mehran BMU-690 (Ms.Nabila) 17788
APPROVED,7434,,2,Admin Common,1975,27/12/18,6202-00022-0000,OIL FILTER,NOS,1,3/1/2019,,Routine Washing Service & 5000km Inspection of Vehicle Honda Civic  BKB-477 Dr. Arif Hussain(30077KM).
APPROVED,7133,,3,Admin Common,1940,19/12/18,6202-00022-0000,OIL FILTER,NOS,1,25/12/18,,ARRANGED SERVICE WORK OF VEHICLE SUZUKI  SWIFT BKT-825 Mr. IMRAN AHMED GAURI (15642KM).
APPROVED,6545,,3,Admin Common,1698,27/11/18,6202-00022-0000,OIL FILTER,NOS,1,4/12/2018,,ROUTINE WASHING SERVICE & 5000 KM INSPECTION OF VEHICLE BKB-693 HONDA CIVIC MR. SALMAN SHAD SAHAB  (28124KM).
APPROVED,6185,,3,Admin Common,1582,9/11/2018,6202-00022-0000,OIL FILTER,NOS,1,16/11/18,,ROUTINE WASHING SERVICE  OF  VEHICLE TOYOTA FORTUNER BG-1654 MR. FARRUKH MIRZA (45902KM).
APPROVED,5371,,1,Admin Common,1333,12/10/2018,6202-00023-0000,AIR FILTER,NOS,1,19/10/18,,ROUTINE WASHING SERVICE & REPLACEMENT OF ENGINE OIL/AIR FILTER/OIL FILTER OF VEHICLE BFT-806 HONDA CITY MR. JAVAID GULZAR  (21408KM).
APPROVED,6620,,2,Administration (Common),1741,3/12/2018,5234-00429-0000,WOODEN,RFT,56,7/12/2018,,REQUIRED FOR MISCELLANEOUS ALUMINUM/GLASS WORK DONE AT PLOT-58 
APPROVED,6843,,6,Canteen,2005,2/1/2019,6351-00074-0000,BIRIYANI MASALA,KGs,15,7/1/2019,,Arranged monthly grocery for the month of Dec-2018
APPROVED,28727,,21,Canteen,6674,7/9/2023,6351-00075-0000,BISCUIT,PKS,1,19/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,28727,,27,Canteen,6674,7/9/2023,6351-00075-0000,BISCUIT,PKS,1,24/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,32,Canteen,6453,5/6/2023,6351-00075-0000,BISCUIT,PKS,2,19/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,26766,,8,Canteen,6097,9/1/2023,6351-00075-0000,BISCUIT,PKS,4,22/12/22,,CASH PURCHASED FOR CANTEEN FROM 05-12-2022 TILL 12-12-2022. 
APPROVED,26766,,7,Canteen,6097,9/1/2023,6351-00075-0000,BISCUIT,PKS,1,22/12/22,,CASH PURCHASED FOR CANTEEN FROM 05-12-2022 TILL 12-12-2022. 
APPROVED,5355,,6,Canteen,1618,15/11/18,6351-00075-0000,BISCUIT,PKS,48,19/10/18,,cash purchased for canteen from 20-08-18 to 31-08-18
APPROVED,5964,,8,Canteen,1522,5/11/2018,6351-00075-0000,BISCUIT,PKS,2,8/11/2018,,Arranged monthly grocery for the month of Oct-2018
APPROVED,5964,,6,Canteen,1522,5/11/2018,6351-00075-0000,BISCUIT,PKS,2,8/11/2018,,Arranged monthly grocery for the month of Oct-2018
APPROVED,5442,,7,Canteen,1361,16/10/18,6351-00075-0000,BISCUIT,PKS,24,23/10/18,,cash purchased for canteen from 07-09-18 to 12-09-18
APPROVED,5442,,5,Canteen,1361,16/10/18,6351-00075-0000,BISCUIT,PKS,2,22/10/18,,cash purchased for canteen from 07-09-18 to 12-09-18
APPROVED,4034,,3,Canteen,1244,4/10/2018,6351-00075-0000,BISCUIT,PKS,6,7/9/2018,,cash purchased for canteen from 13-04-18 to 18-04-18
APPROVED,5964,,11,Canteen,1522,5/11/2018,6351-00076-0000,BLACK PEPER,KGs,2,8/11/2018,,Arranged monthly grocery for the month of Oct-2018
APPROVED,28727,,37,Canteen,6674,7/9/2023,6351-00077-0000,BLEACH (BULK),KGs,15,24/08/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,9588,,10,Canteen,2633,21/05/19,6351-00078-0000,BONES,KGs,30,27/05/19,,Cash purchased for canteen from 15-Apr-19 to 18-Apr-19
APPROVED,6221,,6,Canteen,1609,15/11/18,6351-00080-0000,BREAD,NOS,20,19/11/18,,cash purchased for canteen from 27-oct-2018 to 31-oct-2018
APPROVED,6053,,8,Canteen,1574,9/11/2018,6351-00080-0000,BREAD,NOS,20,14/11/18,,cash purchased for canteen from 05-10-18 to 10-10-18
APPROVED,5442,,10,Canteen,1361,16/10/18,6351-00080-0000,BREAD,NOS,5,22/10/18,,cash purchased for canteen from 07-09-18 to 12-09-18
APPROVED,5396,,9,Canteen,1368,17/10/18,6351-00080-0000,BREAD,NOS,4,22/10/18,,cash purchased for canteen from 01-09-18 to 06-09-18
APPROVED,28727,,47,Canteen,6674,7/9/2023,6351-00081-0000,BREAD CRUMBS,PKS,6,8/8/2023,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,48,Canteen,6453,5/6/2023,6351-00081-0000,BREAD CRUMBS,PKS,3,12/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,26766,,10,Canteen,6097,9/1/2023,6351-00081-0000,BREAD CRUMBS,PKS,8,28/12/22,,CASH PURCHASED FOR CANTEEN FROM 05-12-2022 TILL 12-12-2022. 
APPROVED,6670,,7,Canteen,1764,4/12/2018,6351-00084-0000,BUTTER,NOS,4,7/12/2018,,cash purchased for canteen on 20-11-18 and 16-11-18
APPROVED,6186,,10,Canteen,1619,15/11/18,6351-00084-0000,BUTTER,NOS,4,19/11/18,,cash purchased for canteen from 23-oct-2018 to 26-oct-2018
APPROVED,5992,,9,Canteen,1539,7/11/2018,6351-00084-0000,BUTTER,NOS,2,8/11/2018,,Cash purchased for canteen from 01-10-18 to 05-10-18
APPROVED,26464,,9,Canteen,6214,9/1/2023,6351-00087-0000,CAKE,NOS,1,18/11/22,,CASH PURCHASED FOR CANTEEN FROM 07-11-2022 TILL 15-11-2022.
APPROVED,27852,,58,Canteen,6453,5/6/2023,6351-00094-0000,CHAAT MASALA,KGs,1.2,5/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,27852,,57,Canteen,6453,5/6/2023,6351-00094-0000,CHAAT MASALA,KGs,0.8,9/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,7909,,52,Canteen,2221,18/03/19,6351-00096-0000,CHAMCHAM,KGs,10,29/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,27852,,63,Canteen,6453,5/6/2023,6351-00098-0000,CHANA BLACK (GRAM BLACK),KGs,25,5/5/2023,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,6717,,37,Canteen,1759,4/12/2018,6351-00099-0000,GRAM WHITE,KGs,15,10/12/2018,,cash purchased for canteen from 23-11-18 to 28-11-18
APPROVED,29131,,12,Canteen,6884,28/11/23,6351-00102-0000,CHICKEN,KGs,1.5,17/10/23,,CASH PURCHASED FOR CANTEEN FROM 01-10-2023 TILL 05-10-2023.
APPROVED,29050,,11,Canteen,6868,28/11/23,6351-00102-0000,CHICKEN,KGs,5,9/10/2023,,CASH PURCHASED FOR 35-H DINNER DURING THE MONTH OF SEP-2023.
APPROVED,29285,,15,Canteen,6850,28/11/23,6351-00102-0000,CHICKEN,KGs,5,7/11/2023,,CASH PURCHASED FOR 35-H DINNER DURING THE MONTH OF OCT-2023. 
APPROVED,28727,,77,Canteen,6674,7/9/2023,6351-00102-0000,CHICKEN,KGs,4,17/07/23,,CASH PURCHASED FOR CANTEEN FROM 11-08-2023 TILL 18-08-2023.
APPROVED,27852,,78,Canteen,6453,5/6/2023,6351-00102-0000,CHICKEN,KGs,95,22/05/23,,REQUIRED ITEM FOR RAIN EMERGENCY SITUATION 2023. 
APPROVED,26807,,6,Canteen,6100,9/1/2023,6351-00102-0000,CHICKEN,KGs,1,29/12/22,,CASH PURCHASED FOR CANTEEN FROM 13-12-2022 TILL 17-12-2022. 
APPROVED,9588,,17,Canteen,2633,21/05/19,6351-00102-0000,CHICKEN,KGs,15,22/05/19,,Cash purchased for canteen from 15-Apr-19 to 18-Apr-19
APPROVED,7909,,84,Canteen,2221,18/03/19,6351-00102-0000,CHICKEN,KGs,140,7/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,76,Canteen,2221,18/03/19,6351-00102-0000,CHICKEN,KGs,130,5/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,62,Canteen,2221,18/03/19,6351-00102-0000,CHICKEN,KGs,14,31/01/19,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,69,Canteen,2221,18/03/19,6351-00102-0000,CHICKEN,KGs,15,5/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
APPROVED,7909,,63,Canteen,2221,18/03/19,6351-00102-0000,CHICKEN,KGs,15,4/2/2019,,Cash purchased for canteen from 14-jan-19 to 18-jan-19
